25, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9384, 9564, 9024, 9204, 18692, 19972, 21100, 0, 0, 0, 0, 0, 0, 22144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 336, 8888, 9652, 0, HEnd
27, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11348, 11532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9860, 10420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12120, 11760, 11940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 11208, 11624, 12388, 0, HEnd
29, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11500, 11684, 10764, 10948, 11132, 11316, 0, 0, 0, 0, 0, 0, 0, 0, 9748, 10228, 7828, 8308, 8788, 9268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 10616, 11776, 11804, 0, HEnd
31, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11380, 11196, 11012, 11564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1924, 1276, 476, 2572, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12152, 12332, 11972, 11792, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 10872, 11656, 12420, 0, HEnd
33, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9584, 9764, 9944, 10124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 336, 9448, 10212, 0, HEnd
35, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9976, 10156, 10516, 10336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 336, 9840, 10604, 0, HEnd
37, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10880, 0, 11240, 11420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 336, 10744, 11508, 0, HEnd
39, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5528, 5708, 5888, 6068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 336, 5392, 6156, 0, HEnd
41, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9320, 9500, 9680, 9860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 336, 9184, 9948, 0, HEnd
43, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12464, 12644, 12824, 13004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 336, 12328, 13092, 0, HEnd
45, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6928, 7108, 8164, 7332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 336, 6800, 7196, 0, HEnd
298, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12024, 12204, 12384, 12564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 336, 11888, 12652, 0, HEnd
300, MAlt, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11372, 10692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10092, 9332, 0, 0, 11888, 12068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, AltN, 336, 10560, 11760, 12156, 0, HEnd
